Date	Open	High	Low	Close
2005-09-28	99.79	99.79	99.79	99.79
2005-09-29	99.75	99.75	99.75	99.75
2005-09-30	99.7	99.73	99.7	99.73
2005-10-03	99.71	99.71	99.71	99.71
2005-10-04	99.66	99.73	99.66	99.73
2005-10-05	99.7	99.7	99.7	99.7
2005-10-06	99.72	99.72	99.72	99.72
2005-10-07	99.61	99.64	99.61	99.64
2005-10-10	99.66	99.66	99.66	99.66
2005-10-11	99.63	99.69	99.63	99.69
2005-10-12	99.64	99.68	99.64	99.67
2005-10-13	99.66	99.68	99.61	99.61
2005-10-14	99.64	99.64	99.62	99.62
2005-10-17	99.59	99.63	99.58	99.58
2005-10-18	99.59	99.64	99.59	99.61
2005-10-19	99.62	99.7	99.62	99.7
2005-10-20	99.67	99.67	99.67	99.67
2005-10-21	99.63	99.69	99.63	99.69
2005-10-24	99.66	99.72	99.66	99.67
2005-10-25	99.66	99.66	99.56	99.56
2005-10-26	99.49	99.54	99.49	99.54
2005-10-27	99.55	99.55	99.46	99.46
2005-10-28	99.45	99.45	99.44	99.44
2005-10-31	99.45	99.48	99.45	99.48
2005-11-02	99.48	99.48	99.4	99.4
2005-11-03	99.41	99.41	99.4	99.4
2005-11-04	99.39	99.44	99.35	99.35
2005-11-07	99.33	99.38	99.33	99.33
2005-11-08	99.38	99.4	99.32	99.37
2005-11-09	99.38	99.38	99.35	99.35
2005-11-10	99.31	99.37	99.31	99.37
2005-11-11	99.37	99.37	99.34	99.34
2005-11-14	99.37	99.39	99.32	99.32
2005-11-15	99.34	99.38	99.34	99.38
2005-11-16	99.4	99.45	99.4	99.45
2005-11-17	99.48	99.48	99.44	99.45
2005-11-18	99.45	99.48	99.27	99.27
2005-11-21	99.26	99.28	99.25	99.25
2005-11-22	99.36	99.36	99.32	99.32
2005-11-23	99.39	99.4	99.38	99.38
2005-11-24	99.41	99.51	99.41	99.51
2005-11-25	99.49	99.5	99.48	99.48
2005-11-28	99.45	99.45	99.45	99.45
2005-11-29	99.45	99.51	99.41	99.41
2005-11-30	99.43	99.45	99.43	99.43
2005-12-01	99.43	99.51	99.43	99.49
2005-12-02	99.56	99.59	99.56	99.59
2005-12-05	99.57	99.6	99.53	99.56
2005-12-06	99.57	99.57	99.52	99.52
2005-12-07	99.61	99.63	99.56	99.56
2005-12-08	99.63	99.63	99.63	99.63
2005-12-09	99.55	99.55	99.54	99.54
2005-12-12	99.49	99.5	99.49	99.5
2005-12-13	99.49	99.53	99.42	99.47
2005-12-14	99.53	99.55	99.51	99.54
2005-12-15	99.5	99.53	99.5	99.53
2005-12-19	99.53	99.57	99.5	99.51
2005-12-20	99.51	99.52	99.51	99.52
2005-12-21	99.5	99.5	99.46	99.46
2005-12-22	99.47	99.47	99.46	99.46
2005-12-23	99.48	99.5	99.48	99.49
2005-12-27	99.49	99.53	99.49	99.53
2005-12-28	99.57	99.58	99.57	99.58
2005-12-29	99.55	99.55	99.54	99.54
2005-12-30	99.53	99.57	99.53	99.56
2006-01-02	99.51	99.53	99.51	99.53
2006-01-03	99.52	99.55	99.5	99.55
2006-01-04	99.62	99.79	99.62	99.79
2006-01-05	99.78	99.79	99.72	99.78
2006-01-06	99.76	99.76	99.76	99.76
2006-01-09	99.78	99.8	99.71	99.71
2006-01-10	99.7	99.73	99.66	99.66
2006-01-11	99.69	99.69	99.66	99.66
2006-01-12	99.64	99.75	99.64	99.69
2006-01-13	99.72	99.74	99.68	99.71
2006-01-16	99.72	99.77	99.72	99.73
2006-01-17	99.79	99.81	99.79	99.81
2006-01-18	99.84	99.84	99.76	99.76
2006-01-19	99.73	99.73	99.67	99.67
2006-01-20	99.72	99.73	99.67	99.67
2006-01-23	99.7	99.73	99.64	99.64
2006-01-24	99.69	99.72	99.68	99.68
2006-01-25	99.69	99.69	99.67	99.67
2006-01-26	99.67	99.72	99.64	99.64
2006-01-27	99.66	99.68	99.61	99.61
2006-01-30	99.62	99.62	99.59	99.59
2006-01-31	99.61	99.61	99.6	99.6
2006-02-01	99.6	99.67	99.6	99.67
2006-02-02	99.58	99.62	99.58	99.62
2006-02-03	99.62	99.66	99.62	99.65
2006-02-06	99.63	99.66	99.63	99.66
2006-02-07	99.67	99.69	99.64	99.64
2006-02-08	99.7	99.73	99.69	99.69
2006-02-09	99.69	99.73	99.69	99.73
2006-02-10	99.78	99.78	99.71	99.71
2006-02-13	99.73	99.76	99.72	99.72
2006-02-14	99.76	99.88	99.76	99.88
2006-02-15	99.78	99.83	99.78	99.8
2006-02-16	99.77	99.79	99.73	99.76
2006-02-17	99.77	99.84	99.77	99.84
2006-02-20	99.87	99.89	99.82	99.85
2006-02-21	99.9	99.9	99.8	99.82
2006-02-22	99.85	99.85	99.82	99.84
2006-02-23	99.83	99.83	99.74	99.74
2006-02-24	99.72	99.78	99.7	99.75
2006-02-27	99.72	99.73	99.69	99.69
2006-02-28	99.7	99.74	99.7	99.74
2006-03-01	99.71	99.73	99.71	99.71
2006-03-02	99.72	99.75	99.59	99.59
2006-03-03	99.64	99.64	99.56	99.56
2006-03-06	99.59	99.61	99.55	99.58
2006-03-07	99.57	99.6	99.52	99.6
2006-03-08	99.6	99.6	99.55	99.56
2006-03-09	99.6	99.6	99.56	99.58
2006-03-13	99.53	99.56	99.49	99.49
2006-03-14	99.54	99.57	99.2	99.2
2006-03-15	99.59	99.62	99.55	99.57
2006-03-16	99.55	99.55	99.53	99.55
2006-03-17	98.3	99.58	98.3	99.58
2006-03-20	99.55	99.59	99.53	99.53
2006-03-21	99.54	99.62	99.54	99.58
2006-03-22	99.57	99.64	99.57	99.58
2006-03-23	99.59	99.67	99.55	99.56
2006-03-24	99.59	99.66	99.59	99.66
2006-03-27	99.69	99.7	99.68	99.68
2006-03-28	99.67	99.67	99.52	99.52
2006-03-29	99.53	99.53	99.46	99.49
2006-03-30	99.52	99.52	99.47	99.48
2006-03-31	99.47	99.5	99.47	99.5
2006-04-03	99.46	99.48	99.42	99.42
2006-04-04	99.47	99.47	99.47	99.47
2006-04-05	99.47	99.49	99.46	99.49
2006-04-06	99.48	99.57	99.42	99.56
2006-04-07	99.61	99.62	99.61	99.62
2006-04-10	99.59	99.59	99.54	99.59
2006-04-11	99.6	99.65	99.59	99.62
2006-04-12	99.64	99.69	99.61	99.64
2006-04-13	99.59	99.62	99.53	99.53
2006-04-18	99.58	99.62	99.58	99.58
2006-04-19	99.6	99.6	99.59	99.59
2006-04-20	99.62	99.62	99.62	99.62
2006-04-21	99.64	99.66	99.61	99.61
2006-04-24	99.67	99.67	99.6	99.62
2006-04-25	99.64	99.64	99.51	99.51
2006-04-26	99.5	99.51	99.5	99.51
2006-04-27	99.49	99.54	99.43	99.54
2006-04-28	99.59	99.59	99.54	99.56
2006-05-02	99.53	99.56	99.49	99.53
2006-05-03	99.55	99.58	99.55	99.58
2006-05-04	99.56	99.56	99.53	99.53
2006-05-05	99.54	99.59	99.49	99.59
2006-05-08	99.58	99.59	99.56	99.56
2006-05-09	99.55	99.58	99.51	99.56
2006-05-10	99.54	99.63	99.54	99.63
2006-05-11	99.59	99.6	99.56	99.58
2006-05-12	99.53	99.53	99.53	99.53
2006-05-15	99.68	99.81	99.65	99.81
2006-05-16	99.8	99.85	99.75	99.85
2006-05-17	99.84	99.84	99.72	99.8
2006-05-18	99.81	99.87	99.81	99.87
2006-05-19	99.85	99.88	99.81	99.88
2006-05-22	99.9	99.98	99.9	99.98
2006-05-23	99.94	99.96	99.94	99.96
2006-05-24	100.0	100.04	100.0	100.04
2006-05-25	101.5	101.5	100.04	100.04
2006-05-26	99.99	99.99	99.99	99.99
2006-05-29	99.99	100.01	99.99	100.01
2006-05-30	100.05	100.05	99.91	99.92
2006-05-31	99.97	99.97	99.88	99.88
2006-06-01	99.84	99.87	99.84	99.86
2006-06-02	99.83	99.94	99.81	99.94
2006-06-05	99.91	99.91	99.85	99.85
2006-06-06	99.86	99.86	99.34	99.34
2006-06-07	99.83	99.84	99.83	99.83
2006-06-08	99.86	99.95	99.43	99.43
2006-06-09	99.99	100.06	99.99	100.06
2006-06-12	100.02	100.08	100.02	100.08
2006-06-13	100.13	100.14	100.05	100.1
2006-06-14	100.1	100.1	99.99	99.99
2006-06-15	100.06	100.06	100.03	100.03
2006-06-16	100.01	100.01	100.01	100.01
2006-06-19	100.02	100.02	99.96	99.96
2006-06-20	100.0	100.0	99.92	99.92
2006-06-21	99.91	99.91	99.9	99.91
2006-06-22	99.89	99.91	99.88	99.88
2006-06-23	99.89	99.89	99.84	99.85
2006-06-26	99.84	99.87	99.79	99.79
2006-06-27	99.83	99.83	99.78	99.78
2006-06-28	99.8	99.8	99.74	99.79
