Date	Open	High	Low	Close
2010-01-29	184.31	184.31	184.31	184.31
2010-02-26	183.22	183.22	183.22	183.22
2010-03-31	195.6	195.6	195.6	195.6
2010-04-30	190.39	190.39	190.39	190.39
2010-05-31	180.19	180.19	180.19	180.19
2010-06-30	181.25	181.25	181.25	181.25
2010-07-30	193.75	193.75	193.75	193.75
2010-08-31	195.56	195.56	195.56	195.56
2010-09-30	210.52	210.52	210.52	210.52
2010-10-29	215.9	215.9	215.9	215.9
2010-11-30	203.47	203.47	203.47	203.47
2010-12-31	216.37	216.37	216.37	216.37
2011-01-31	217.04	217.04	217.04	217.04
2011-02-28	228.57	228.57	228.57	228.57
2011-03-31	227.89	227.89	227.89	227.89
2011-04-29	234.33	234.33	234.33	234.33
2011-05-31	244.27	244.27	244.27	244.27
2011-06-30	238.56	238.56	238.56	238.56
2011-07-29	233.06	233.06	233.06	233.06
2011-08-31	212.86	212.86	212.86	212.86
2011-09-30	195.47	195.47	195.47	195.47
2011-10-31	206.57	206.57	206.57	206.57
2011-11-30	196.19	196.19	196.19	196.19
2011-12-30	194.43	194.43	194.43	194.43
2012-01-31	203.5	203.5	203.5	203.5
2012-02-29	204.48	204.48	204.48	204.48
2012-03-30	212.66	212.66	212.66	212.66
2012-04-30	210.92	210.92	210.92	210.92
2012-05-31	208.95	208.95	208.95	208.95
2012-06-29	216.72	216.72	216.72	216.72
2012-07-17	226.52	226.52	226.52	226.52
2012-07-18	227.87	227.87	227.87	227.87
2012-07-19	229.73	229.73	229.73	229.73
2012-07-20	227.76	227.76	227.76	227.76
2012-07-23	222.94	222.94	222.94	222.94
2012-07-24	223.68	223.68	223.68	223.68
2012-07-25	226.07	226.07	226.07	226.07
2012-07-26	229.35	229.35	229.35	229.35
2012-07-27	229.39	229.39	229.39	229.39
2012-07-30	231.63	231.63	231.63	231.63
2012-07-31	229.64	229.64	229.64	229.64
2012-08-01	230.61	230.61	230.61	230.61
2012-08-02	230.35	230.35	230.35	230.35
2012-08-06	232.63	232.63	232.63	232.63
2012-08-07	232.82	232.82	232.82	232.82
2012-08-08	233.54	233.54	233.54	233.54
2012-08-09	232.52	232.52	232.52	232.52
2012-08-10	232.36	232.36	232.36	232.36
2012-08-13	231.96	231.96	231.96	231.96
2012-08-14	232.49	232.49	232.49	232.49
2012-08-16	233.17	233.17	233.17	233.17
2012-08-17	233.41	233.41	233.41	233.41
2012-08-20	233.31	233.31	233.31	233.31
2012-08-21	233.4	233.4	233.4	233.4
2012-08-22	232.04	232.04	232.04	232.04
2012-08-23	229.27	229.27	229.27	229.27
2012-08-24	229.0	229.0	229.0	229.0
2012-08-27	229.37	229.37	229.37	229.37
2012-08-28	228.67	228.67	228.67	228.67
2012-08-29	228.95	228.95	228.95	228.95
2012-08-30	228.18	228.18	228.18	228.18
2012-08-31	227.96	227.96	227.96	227.96
2012-09-03	228.94	228.94	228.94	228.94
2012-09-04	226.47	226.47	226.47	226.47
2012-09-05	226.67	226.67	226.67	226.67
2012-09-06	229.57	229.57	229.57	229.57
2012-09-07	230.64	230.64	230.64	230.64
2012-09-10	229.71	229.71	229.71	229.71
2012-09-11	229.0	229.0	229.0	229.0
2012-09-12	230.73	230.73	230.73	230.73
2012-09-13	230.25	230.25	230.25	230.25
2012-09-14	232.1	232.1	232.1	232.1
2012-09-17	232.07	232.07	232.07	232.07
2012-09-18	230.92	230.92	230.92	230.92
2012-09-19	231.14	231.14	231.14	231.14
2012-09-20	230.34	230.34	230.34	230.34
2012-09-21	230.07	230.07	230.07	230.07
