Date	Open	High	Low	Close
2007-03-08	66.27	66.66	66.27	66.51
2007-03-09	66.77	67.2	66.51	67.08
2007-03-12	67.3	67.3	66.6	66.6
2007-03-13	66.95	66.95	66.4	66.4
2007-03-14	65.03	65.06	64.35	64.35
2007-03-15	65.37	65.48	64.99	65.34
2007-03-16	65.34	65.9	65.25	65.6
2007-03-19	66.27	66.53	66.17	66.49
2007-03-20	66.25	66.72	66.25	66.72
2007-03-21	67.0	67.0	66.88	66.88
2007-03-22	68.0	68.45	67.92	68.45
2007-03-23	68.24	68.74	68.24	68.74
2007-03-26	68.63	68.74	68.07	68.1
2007-03-27	68.5	68.5	68.36	68.37
2007-03-28	68.1	68.1	67.87	67.97
2007-03-29	68.32	68.79	68.32	68.7
2007-03-30	68.67	69.13	68.65	69.0
2007-04-02	68.72	69.14	68.72	69.14
2007-04-03	69.72	70.26	69.7	70.26
2007-04-04	70.51	70.51	70.33	70.48
2007-04-05	70.52	70.74	70.48	70.74
2007-04-10	70.96	71.43	70.92	71.37
2007-04-11	71.44	71.8	71.25	71.27
2007-04-12	71.14	71.24	70.86	71.24
2007-04-13	71.48	71.81	71.38	71.81
2007-04-16	72.16	73.13	72.16	73.08
2007-04-17	72.9	73.4	72.74	73.33
2007-04-18	73.02	73.05	72.27	72.41
2007-04-19	71.86	72.27	71.54	72.22
2007-04-20	72.66	73.3	72.66	73.3
2007-04-23	73.3	73.3	73.0	73.16
2007-04-24	73.17	73.17	72.2	72.49
2007-04-25	72.99	73.27	72.83	73.13
2007-04-26	73.9	73.9	73.39	73.69
2007-04-27	73.6	73.62	73.16	73.56
2007-04-30	73.49	74.05	73.49	73.88
2007-05-02	74.12	74.3	74.04	74.28
2007-05-03	74.5	74.5	74.0	74.48
2007-05-04	74.55	74.96	74.48	74.94
2007-05-07	74.98	75.0	74.83	74.95
2007-05-08	74.82	74.83	73.91	74.21
2007-05-09	74.63	74.63	74.07	74.51
2007-05-10	74.69	74.69	73.82	73.87
2007-05-11	73.48	74.44	73.0	74.44
2007-05-14	74.92	75.01	74.29	74.3
2007-05-15	74.05	74.72	74.0	74.69
2007-05-16	74.42	74.88	74.42	74.63
2007-05-17	75.0	75.0	74.68	74.74
2007-05-18	74.98	75.77	74.98	75.77
2007-05-21	76.04	76.17	75.75	75.95
2007-05-22	76.0	76.42	75.83	76.29
2007-05-23	76.67	77.14	76.67	77.03
2007-05-24	76.79	77.47	76.23	76.8
2007-05-25	76.42	77.14	76.42	77.11
2007-05-28	78.0	78.0	77.82	77.83
2007-05-29	77.29	77.57	77.1	77.47
2007-05-30	76.76	77.19	76.54	77.19
2007-05-31	78.11	78.66	78.11	78.41
2007-06-01	78.85	79.63	78.85	79.63
2007-06-04	79.39	79.84	79.12	79.49
2007-06-05	79.61	79.66	78.61	78.79
2007-06-06	78.85	78.85	77.0	77.21
2007-06-07	77.45	77.45	75.7	76.0
2007-06-08	75.23	76.16	74.75	75.51
2007-06-11	76.17	76.78	76.1	76.78
2007-06-12	76.42	77.04	76.1	76.51
2007-06-13	76.22	76.72	75.7	76.52
2007-06-14	77.34	78.1	77.29	78.1
2007-06-15	78.44	80.05	78.1	80.04
2007-06-18	80.18	80.64	80.01	80.1
2007-06-19	80.25	80.46	79.9	80.15
2007-06-20	80.53	81.02	80.35	80.58
2007-06-21	80.18	80.27	78.79	79.59
2007-06-22	79.75	79.79	79.01	79.14
2007-06-25	78.62	79.13	78.1	79.05
2007-06-26	78.31	78.66	77.95	78.31
2007-06-27	77.63	77.83	77.25	77.74
2007-06-28	78.52	78.88	78.45	78.81
2007-06-29	79.25	79.61	78.79	79.61
2007-07-02	79.19	79.43	78.92	79.38
2007-07-03	79.92	80.3	79.92	80.15
2007-07-04	80.31	80.6	80.3	80.42
2007-07-05	80.3	80.36	79.5	79.6
2007-07-06	79.58	80.1	79.25	80.1
2007-07-09	80.64	80.87	80.34	80.39
2007-07-10	80.63	80.73	79.04	79.3
2007-07-11	78.26	78.79	77.74	78.72
2007-07-12	79.07	80.13	78.61	80.13
2007-07-13	81.03	81.22	80.44	80.63
2007-07-16	80.83	80.93	80.45	80.76
2007-07-17	80.29	80.34	79.77	80.0
2007-07-18	78.89	79.25	78.5	78.61
2007-07-19	79.24	79.75	79.14	79.52
2007-07-20	79.6	79.75	78.23	78.23
2007-07-23	78.43	79.1	78.15	79.1
2007-07-24	78.74	78.89	77.77	77.89
2007-07-25	77.1	77.34	76.34	76.66
2007-07-26	76.8	76.82	74.79	74.94
2007-07-27	73.45	75.0	73.45	74.0
2007-07-30	74.34	74.69	73.82	74.33
2007-07-31	75.15	75.95	75.15	75.46
2007-08-01	74.03	74.94	73.88	74.46
2007-08-02	74.99	75.24	74.76	74.9
2007-08-03	75.26	75.26	73.93	74.07
2007-08-06	73.8	74.26	73.78	74.24
2007-08-07	74.99	74.99	74.44	74.66
2007-08-08	75.39	75.74	75.15	75.74
2007-08-09	75.19	75.19	73.98	74.33
2007-08-10	72.77	73.46	72.72	73.36
2007-08-13	73.93	74.45	73.63	74.35
2007-08-14	73.79	74.49	73.78	73.95
2007-08-15	73.4	74.37	73.32	74.14
2007-08-16	72.7	73.15	72.2	72.69
2007-08-17	71.67	74.42	71.67	73.7
2007-08-20	73.96	74.2	73.6	73.76
2007-08-21	74.04	74.35	73.21	73.81
2007-08-22	74.31	74.8	74.31	74.71
2007-08-23	75.43	75.53	74.8	74.8
2007-08-24	74.45	74.75	74.3	74.71
2007-08-27	74.97	74.99	74.47	74.47
2007-08-28	74.27	74.41	73.93	73.93
2007-08-29	73.38	74.11	73.26	74.1
2007-08-30	74.41	74.94	73.9	74.94
2007-08-31	75.27	76.02	75.14	75.92
2007-09-03	76.24	76.39	76.06	76.16
2007-09-04	75.95	76.91	75.67	76.89
2007-09-05	76.46	76.86	75.63	75.63
2007-09-06	76.04	76.04	75.0	75.75
2007-09-07	75.78	75.78	73.92	73.92
2007-09-10	74.16	74.3	73.41	73.43
2007-09-11	73.98	74.47	73.95	74.23
2007-09-12	74.05	74.21	73.99	74.19
2007-09-13	74.03	74.8	74.03	74.8
2007-09-14	74.72	74.75	74.22	74.69
2007-09-17	74.19	74.74	74.01	74.57
2007-09-18	74.27	75.46	74.24	75.44
2007-09-19	76.93	77.33	76.69	77.06
2007-09-20	76.74	77.07	76.74	76.99
2007-09-21	76.97	77.65	76.97	77.5
2007-09-24	77.43	77.52	77.33	77.52
2007-09-25	77.12	77.13	76.9	77.04
2007-09-26	77.58	77.75	77.55	77.68
2007-09-27	78.21	78.44	78.1	78.2
2007-09-28	78.11	78.47	77.47	78.42
2007-10-01	78.06	78.8	78.06	78.8
2007-10-02	79.19	79.34	78.95	79.02
2007-10-03	79.08	79.28	78.95	79.13
2007-10-04	78.94	79.19	78.84	78.95
2007-10-05	79.21	79.6	79.16	79.58
2007-10-08	79.55	79.6	79.42	79.42
2007-10-09	79.36	79.64	79.18	79.45
2007-10-10	79.6	79.68	79.2	79.29
2007-10-11	79.61	80.22	79.47	80.05
2007-10-12	79.45	79.9	79.45	79.9
2007-10-15	79.87	79.96	79.15	79.34
2007-10-16	79.04	79.34	79.0	79.34
2007-10-17	79.09	79.77	79.08	79.41
2007-10-18	79.71	79.71	78.74	78.8
2007-10-19	78.5	79.0	78.32	78.47
2007-10-22	77.36	77.71	77.36	77.47
