Date	Open	High	Low	Close
2013-10-21	106.22	106.22	106.1	106.14
2013-11-07	107.68	107.75	107.26	107.26
2013-11-13	107.53	107.67	107.19	107.67
2013-11-22	109.48	110.02	109.48	109.82
2013-11-26	110.15	110.19	110.1	110.19
2013-12-12	108.06	108.17	107.84	107.84
2013-12-20	109.57	110.41	109.57	110.41
2013-12-30	111.75	111.79	111.66	111.66
2014-01-28	108.66	108.66	108.47	108.58
2014-01-29	111.65	111.65	108.38	108.38
2014-03-05	114.0	114.0	113.94	113.94
2014-03-07	114.29	114.69	113.96	113.96
2014-03-14	112.2	112.3	112.2	112.3
2014-03-17	112.13	113.19	112.13	113.19
2014-03-20	113.09	113.84	113.09	113.84
2014-03-21	113.77	114.32	113.77	114.32
2014-04-11	111.74	111.74	110.63	111.5
2014-04-22	113.87	114.63	113.87	114.63
2014-05-05	114.5	114.67	114.5	114.67
2014-05-13	115.83	115.83	115.78	115.78
2014-05-15	115.03	115.03	113.89	113.89
2014-05-23	115.54	115.85	115.54	115.85
2014-05-28	116.72	116.75	116.72	116.72
2014-06-03	117.43	117.43	117.3	117.3
2014-06-13	118.13	118.13	117.97	118.13
2014-06-16	117.93	118.63	117.93	118.0
2014-06-17	118.44	119.13	118.41	118.41
2014-06-19	119.61	119.61	119.47	119.47
2014-06-27	119.29	119.87	119.29	119.56
2014-07-02	120.67	120.72	120.67	120.72
2014-07-04	121.2	121.2	121.2	121.2
2014-07-07	121.12	121.19	120.83	120.83
2014-07-09	119.39	119.49	119.24	119.49
2014-07-10	119.57	119.57	119.13	119.13
2014-07-11	119.22	119.22	118.89	119.2
2014-07-15	119.98	119.98	119.66	119.66
2014-07-16	119.86	120.04	119.86	120.04
2014-07-17	119.92	120.13	119.69	119.69
2014-07-18	118.83	119.62	118.83	119.6
2014-07-22	119.82	120.47	119.82	120.46
2014-08-04	117.12	117.12	117.12	117.12
2014-08-06	116.54	116.81	115.99	116.81
2014-08-07	116.56	116.56	116.33	116.49
2014-08-08	116.33	116.49	116.33	116.49
2014-08-18	119.27	119.65	119.27	119.65
2014-08-26	121.31	121.74	121.22	121.74
2014-08-28	121.4	121.4	121.17	121.2
2014-08-29	121.56	121.57	121.43	121.57
2014-09-01	121.66	122.11	121.62	121.69
2014-09-02	121.95	122.09	121.69	121.69
2014-09-03	121.69	121.69	121.69	121.69
2014-09-09	121.62	121.62	121.33	121.33
2014-09-17	121.49	121.75	121.49	121.56
2014-09-19	122.78	123.03	122.78	123.03
2014-09-26	119.66	119.72	119.64	119.64
2014-09-30	120.4	120.6	120.4	120.6
2014-10-01	119.82	119.82	119.04	119.04
2014-10-02	118.73	118.73	117.49	117.49
2014-10-03	118.69	119.49	118.69	119.37
2014-10-13	115.18	115.6	115.18	115.6
2014-10-15	114.5	114.5	112.36	112.36
2014-10-16	113.13	113.78	113.13	113.39
2014-10-17	113.44	115.28	113.44	115.28
2014-10-20	117.45	117.45	115.07	115.14
2014-10-21	115.27	117.46	115.27	117.46
2014-10-22	118.0	118.5	118.0	118.5
2014-10-23	117.47	119.42	117.47	118.91
2014-10-24	118.28	119.02	118.28	119.02
2014-11-10	123.35	124.08	123.35	124.08
2014-11-19	124.67	124.85	124.52	124.52
2014-11-25	125.98	126.24	125.9	125.93
2014-11-27	126.2	126.35	126.2	126.35
2014-11-28	126.28	126.4	126.04	126.3
2014-12-01	125.28	125.55	125.1	125.18
2014-12-02	125.25	125.75	125.25	125.63
2014-12-03	125.92	126.34	125.9	126.15
2014-12-04	126.39	126.53	125.79	125.79
2014-12-05	126.33	126.6	126.2	126.55
2014-12-08	126.31	126.5	126.05	126.35
2014-12-09	125.16	125.16	124.15	124.54
2014-12-10	124.73	124.85	123.85	123.87
2014-12-11	123.17	124.5	123.17	124.5
2014-12-12	122.99	123.07	122.17	122.26
2014-12-15	121.7	121.97	120.65	120.69
2014-12-16	121.15	122.16	120.19	122.16
2014-12-17	119.95	120.59	119.95	120.59
2014-12-18	122.61	124.09	122.61	123.62
2014-12-19	125.76	125.84	125.35	125.46
2014-12-22	125.8	126.01	125.5	125.78
2014-12-23	125.9	125.9	125.9	125.9
2014-12-29	126.82	127.2	126.82	127.02
2014-12-30	126.5	126.67	126.32	126.47
2014-12-31	126.5	126.5	126.5	126.5
2015-01-02	125.78	125.79	124.32	124.68
2015-01-05	124.3	124.52	122.91	122.94
2015-01-06	122.88	123.12	121.78	121.78
2015-01-07	121.86	122.81	121.71	122.41
2015-01-08	123.65	124.94	123.59	124.94
2015-01-09	124.85	125.3	124.0	124.0
2015-01-12	124.08	124.08	123.02	123.35
2015-01-13	123.1	124.8	123.1	124.42
2015-01-14	122.07	122.37	121.35	121.5
2015-01-15	123.1	123.1	121.6	121.6
2015-01-16	120.7	121.41	120.7	121.41
2015-01-19	122.2	122.53	121.95	122.53
2015-01-20	122.93	123.01	121.81	122.13
2015-01-21	122.82	123.47	122.56	123.47
2015-01-22	123.78	124.28	123.54	124.28
2015-01-23	125.17	125.49	124.91	125.22
2015-01-26	124.22	124.52	124.22	124.5
2015-01-27	124.98	125.05	123.28	123.28
2015-01-28	124.23	124.3	123.14	123.23
2015-01-29	121.68	121.75	121.05	121.28
2015-01-30	122.43	122.43	121.63	121.63
2015-02-02	121.4	121.8	121.05	121.8
2015-02-03	122.5	123.48	122.5	123.3
2015-02-04	124.05	124.35	123.74	124.35
2015-02-05	123.55	124.87	123.55	124.85
